moment,label
Watched a new episode of a show that I like. ,leisure
My son made me a drawing to take to work ,affection
Made tacos and they came out perfectly which they rarely do.,achievement
Yesterday I met my company target as usual and that moment made me feel happy.,achievement
"Something that made me happy today was the fact I played a fun game with my family, and it made me happy because it combined the pleasurable experience of spending time with loved ones with the cerebral thrill of competition and strategy.",affection
I played D&D with some friends for a few hours last night. We finished two separate encounters and were rewarded with gold and some interesting loot.,bonding
"I drank an arizona iced tea, and it was very good",enjoy_the_moment
"Drinking a ginger tea , thatas all there is , this week hasn't been very exciting or happy , in fact itas been rather tiring and stressful but itas fine , a cup of tea can fix anything.",leisure
I went to meet my son last month for the day and I got to meet his girlfriend for the first time and I really liked her.,affection
My happiest moment everyday my mom say bye to me when i get ready to go somewhere.,affection
My grandson asked me to read him a book.,affection
"My dad told me that my package came in, I'm going to get it this weekend.",affection
"I taught my son how to tie his shoelaces, and he was able to do it!",affection
"While I`m lying down on the sofa, my mother tickle me....I was laughing.",affection
I lost 10 pounds.,achievement
"Last night my husband and I went to the movies, and it made me so happy to see the joy on his face.",affection
My friend came over after work and we played Heroes of the Storm.,bonding
my happy moment is when i got to see and spend a few days at my sons house...it is the first house on his own..he has a roomate of course to help him with the bills,affection
Getting the new bed put together and the new mattress in place,achievement
I got a new job offer which offered me a lot more money,achievement
My son has a job interview.,affection
I had really good food at a restaurant.,enjoy_the_moment
This past weekend my friends and i went to palm springs for my birthday. We went to several museums in the area. Took a day to relax by the pool and drink cocktails.,bonding
"Receiving an A in my final class for my  degree. I worked really hard on that class and had a lot of anxiety going into it, so I feel relieved and happy that I proved myself wrong and finished with an A. ",achievement
"Last night, I got a great night sleep, and woke up feeling even more refreshed than I did Saturday.",enjoy_the_moment
I heard from all 3 of my children on mother's day.,affection
MY SISTER'S MARRIAGE,affection
Playing outside with my kids at my parents house. ,affection
Getting a coupon for a free burger at mcdonalds.,achievement
I bought several books for cheap that would allow me to study well for an upcoming test.,achievement
Leaving my job to pursue freelance graphic design.,achievement
It makes me happy when my daughter hands me a book and sits in my lap to read her a book before bedtime.,affection
The dog I was trying to pet seemed to enjoy my company; this was a relaxing and enjoyable experience.,affection
Figured out a task within a work system (MagHub) that will boost overall efficiency and make peoples lives easier at work.,achievement
My dog was very happy to see me when I got home from work yesterday.,affection
I got straight As on my report card. ,achievement
I had a cool dream.,enjoy_the_moment
I found a quarter on the ground to use for laundry.,achievement
Watched some uplifting videos on YouTube.,leisure
My daughter was behaving sweetly with her sisters last night.,affection
I made a connection between two different math concepts I was studying.,achievement
"I got permission to take half a day leave today, to go to my sister's town and spend week ends with her.",affection
I finished my second semester of college with a 4.0 GPA.,achievement
My wife bought a new watch that I wanted.,affection
I attended a cinco de mayo party at a friend's house.,bonding
"I tested out the new version of Construct, a game programming engine that I use.",leisure
"I am newly dating a guy who is driving down to see me for memorial day.  I had offered to fly up and drive with him and at first he refused, but then very nicely asked me to join him. ",affection
Had a good sex with my husband,affection
